car_name,manufacture,ownership,transmission,fuel_type,engine,kms_driven,Seats,car_prices
Honda,2010,1st Ownership,Automatic,Premium,4 cyl,191701, 5 Seats,10499
Mitsubishi,2019,1st Ownership,Automatic,Unleaded,4 cyl,43534, 5 Seats,25990
Nissan,2015,1st Ownership,Automatic,Unleaded,4 cyl,77936, 5 Seats,23990
Toyota,2015,1st Ownership,Manual,Diesel,8 cyl,217658, 3 Seats,56913
Volkswagen,2015,1st Ownership,Automatic,Premium,4 cyl,49801, 5 Seats,26990
Subaru,2013,1st Ownership,Automatic,Unleaded,4 cyl,121608, 5 Seats,16950
Renault,2014,1st Ownership,Automatic,Premium,4 cyl,112133, 5 Seats,13999
Renault,2018,1st Ownership,Manual,Diesel,4 cyl,153438, 3 Seats,31950
Toyota,2013,1st Ownership,Manual,Unleaded,4 cyl,215189, 3 Seats,13995
Holden,2016,1st Ownership,Manual,Unleaded,4 cyl,139558, 5 Seats,12990
Rolls-Royce,2011,1st Ownership,Automatic,Premium,12 cy,45385, 5 Seats,329990
Volkswagen,2016,1st Ownership,Manual,Diesel,4 cyl,265837, 2 Seats,25995
Hyundai,2010,1st Ownership,Automatic,Unleaded,4 cyl,186939, 5 Seats,10995
BMW,2013,1st Ownership,Automatic,Unleaded,-,149501,,23990
Kia,2015,1st Ownership,Automatic,Unleaded,4 cyl,103354, 5 Seats,15888
Toyota,2012,1st Ownership,Automatic,Unleaded,4 cyl,115000, 8 Seats,22999
Toyota,2017,1st Ownership,Automatic,Unleaded,4 cyl,97480, 5 Seats,23999
Toyota,2018,1st Ownership,Automatic,Unleaded,4 cyl,82020, 5 Seats,29888
Honda,2020,1st Ownership,Automatic,Unleaded,4 cyl,29007, 5 Seats,34990
Kia,2017,1st Ownership,Automatic,Unleaded,4 cyl,115759, 5 Seats,24990
Volkswagen,2015,1st Ownership,Automatic,Diesel,-,168624,,16800
Land,2004,1st Ownership,Automatic,Diesel,-,236221,,9999
Toyota,2006,1st Ownership,Automatic,Unleaded,4 cyl,260901, 5 Seats,6990
Hyundai,2018,1st Ownership,Automatic,Diesel,4 cyl,57505, 3 Seats,35995
Subaru,2009,1st Ownership,Manual,Premium,4 cyl,153891, 5 Seats,16420
Holden,2005,1st Ownership,Manual,Unleaded,6 cyl,169587, 5 Seats,9913
BMW,2013,1st Ownership,Automatic,Diesel,4 cyl,170658, 4 Seats,17890
Toyota,2015,1st Ownership,Automatic,Unleaded,4 cyl,119342, 5 Seats,21888
Volkswagen,2016,1st Ownership,Automatic,Diesel,6 cyl,132194, 5 Seats,41950
Holden,2017,1st Ownership,Automatic,Premium,4 cyl,128928, 5 Seats,15984
Toyota,2010,1st Ownership,Automatic,Unleaded,6 cyl,269287, 7 Seats,13995
Toyota,2019,1st Ownership,Automatic,Hybrid,4 cyl,60906, 5 Seats,35990
Nissan,2015,1st Ownership,Automatic,Unleaded,4 cyl,188702, 5 Seats,14900
BMW,2017,1st Ownership,Automatic,Diesel,4 cyl,41275, 5 Seats,34880
Mazda,2008,1st Ownership,Automatic,Premium,4 cyl,196135, 5 Seats,8950
Ford,2017,1st Ownership,Automatic,Diesel,5 cyl,196114, 5 Seats,36990
Hyundai,2009,1st Ownership,Automatic,Premium,4 cyl,152352, 8 Seats,19990
Toyota,2013,1st Ownership,Automatic,Diesel,4 cyl,165245, 5 Seats,16995
Toyota,2012,1st Ownership,Automatic,Unleaded,6 cyl,101222, 7 Seats,23990
Holden,2018,1st Ownership,Automatic,Diesel,4 cyl,164863, 5 Seats,23888
Toyota,2016,1st Ownership,Automatic,Unleaded,4 cyl,74113, 5 Seats,24950
Holden,2012,1st Ownership,Automatic,Unleaded,6 cyl,121948, 7 Seats,8999
Mercedes-Benz,2009,1st Ownership,Automatic,Premium,4 cyl,73989, 5 Seats,13913
Skoda,2010,1st Ownership,Automatic,Diesel,4 cyl,81608, 5 Seats,11880
Holden,2014,1st Ownership,Automatic,Unleaded,-,166136,,23995
Lexus,2019,1st Ownership,Automatic,Unleaded,4 cyl,5159, 5 Seats,43990
Hyundai,2009,1st Ownership,Automatic,Premium,4 cyl,240239, 8 Seats,15990
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,104066, 5 Seats,26990
Toyota,2009,1st Ownership,Automatic,Petrol,4 cyl,179643,,12990
Kia,2020,1st Ownership,Automatic,Unleaded,4 cyl,67712, 5 Seats,21800
Skoda,2019,1st Ownership,Automatic,Premium,4 cyl,19768, 5 Seats,23990
Nissan,2018,1st Ownership,Manual,Diesel,4 cyl,62782, 5 Seats,41990
Ford,2016,1st Ownership,Manual,Diesel,-,183441,,34990
Toyota,2017,1st Ownership,Automatic,Diesel,4 cyl,162384, 5 Seats,37888
Jaguar,2011,1st Ownership,Automatic,Diesel,6 cyl,133360, 5 Seats,23950
Mitsubishi,2017,1st Ownership,Automatic,Unleaded,4 cyl,89044, 5 Seats,20995
Kia,2021,1st Ownership,Automatic,Unleaded,4 cyl,4758, 5 Seats,20444
Toyota,2015,1st Ownership,Automatic,Unleaded,4 cyl,130569, 5 Seats,23400
Honda,2017,1st Ownership,Manual,Premium,4 cyl,88363, 4 Seats,49880
Toyota,2007,1st Ownership,Manual,Unleaded,4 cyl,192415, 5 Seats,10999
Isuzu,2013,1st Ownership,Manual,Diesel,4 cyl,223907, 2 Seats,14913
Ford,2012,1st Ownership,Automatic,Diesel,6 cyl,157563, 7 Seats,16999
Isuzu,2016,1st Ownership,Automatic,Diesel,4 cyl,310215, 4 Seats,21990
Mazda,2016,1st Ownership,Manual,Unleaded,4 cyl,209628, 5 Seats,13995
Kia,2018,1st Ownership,Automatic,Unleaded,6 cyl,76027, 8 Seats,41999
Kia,2011,1st Ownership,Automatic,Unleaded,4 cyl,97125, 5 Seats,11990
Mazda,2019,1st Ownership,Manual,Unleaded,4 cyl,55677, 5 Seats,24888
Toyota,2009,1st Ownership,Automatic,Unleaded,4 cyl,134916, 5 Seats,9990
Ford,2016,1st Ownership,Manual,Premium,4 cyl,117686, 5 Seats,26888
Holden,2015,1st Ownership,Automatic,Unleaded,4 cyl,146059, 5 Seats,11995
Nissan,2018,1st Ownership,Automatic,Unleaded,4 cyl,98754, 7 Seats,24888
Holden,2014,1st Ownership,Automatic,Unleaded,6 cyl,207234, 5 Seats,19995
MG,2023,1st Ownership,Automatic,Petrol,4 cyl,15, 5 Seats,27690
Holden,2010,1st Ownership,Automatic,Premium,8 cyl,176052, 5 Seats,18999
Fiat,2015,1st Ownership,Manual,Premium,4 cyl,79452, 4 Seats,9800
Mazda,2012,1st Ownership,Automatic,Unleaded,4 cyl,139976, 5 Seats,12990
Volkswagen,2015,1st Ownership,Automatic,Premium,4 cyl,98900, 5 Seats,26888
Mercedes-Benz,2016,1st Ownership,Automatic,Premium,4 cyl,99459, 5 Seats,34950
Haval,2020,1st Ownership,Automatic,Premium,4 cyl,34291, 7 Seats,37990
Mazda,2017,1st Ownership,Automatic,Unleaded,4 cyl,37811, 5 Seats,39990
Holden,2012,1st Ownership,Automatic,Unleaded,6 cyl,181747, 5 Seats,11800
Audi,2014,1st Ownership,Automatic,Unleaded,-,171806,,19999
Ford,2020,1st Ownership,Automatic,Diesel,4 cyl,79801, 5 Seats,46990
Hyundai,2017,1st Ownership,Automatic,Diesel,4 cyl,91989, 3 Seats,34990
Hyundai,2013,1st Ownership,Automatic,Unleaded,4 cyl,107647, 5 Seats,16880
Hyundai,2018,1st Ownership,Automatic,Unleaded,4 cyl,86144, 5 Seats,21990
Volvo,2013,1st Ownership,Automatic,Premium,4 cyl,120720, 5 Seats,16880
Mazda,2015,1st Ownership,Automatic,Unleaded,4 cyl,201306, 5 Seats,12999
Kia,2022,1st Ownership,Automatic,Unleaded,4 cyl,12412, 5 Seats,24990
Lexus,2019,1st Ownership,Automatic,Premium,4 cyl,41988, 5 Seats,52888
Subaru,2015,1st Ownership,Automatic,Unleaded,4 cyl,117106, 5 Seats,21488
Toyota,2014,1st Ownership,Automatic,Unleaded,-,123485,,32900
Volkswagen,2014,1st Ownership,Automatic,Premium,4 cyl,85601, 5 Seats,17999
Toyota,2007,1st Ownership,Automatic,Unleaded,-,310000,,16990
Hyundai,2017,1st Ownership,Automatic,Unleaded,4 cyl,153986, 5 Seats,16995
Toyota,2015,1st Ownership,Automatic,Unleaded,4 cyl,70759, 5 Seats,24990
Toyota,2023,1st Ownership,Manual,Diesel,8 cyl,535, 5 Seats,119950
Toyota,2012,1st Ownership,Automatic,Diesel,4 cyl,189152, 7 Seats,39950
Mazda,2015,1st Ownership,Automatic,Unleaded,4 cyl,197191, 5 Seats,12999
Mitsubishi,2018,1st Ownership,Automatic,Diesel,4 cyl,72640, 5 Seats,41990
Nissan,2004,1st Ownership,Automatic,Unleaded,4 cyl,187550, 5 Seats,10995
Toyota,1995,1st Ownership,Automatic,Unleaded,4 cyl,204004, 5 Seats,2995
Ford,2016,1st Ownership,Automatic,Diesel,5 cyl,226455, 5 Seats,26000
Land,2016,1st Ownership,Automatic,Diesel,4 cyl,103473, 5 Seats,39950
Suzuki,2019,1st Ownership,Automatic,Premium,4 cyl,75607, 5 Seats,27990
Mazda,2009,1st Ownership,Automatic,Unleaded,6 cyl,219702, 7 Seats,7999
Audi,2013,1st Ownership,Automatic,Premium,4 cyl,40260, 5 Seats,22800
Toyota,2018,1st Ownership,Automatic,Hybrid,4 cyl,48825, 5 Seats,27888
Land,2018,1st Ownership,Automatic,Diesel,6 cyl,145196, 5 Seats,81990
Mini,2018,1st Ownership,Manual,Premium,4 cyl,163591, 5 Seats,29990
Ford,2014,1st Ownership,Automatic,Diesel,5 cyl,177060, 5 Seats,27990
Mitsubishi,2018,1st Ownership,Manual,Diesel,4 cyl,91792, 5 Seats,39990
Citroen,2016,1st Ownership,Automatic,Diesel,4 cyl,83656, 5 Seats,17880
Peugeot,2014,1st Ownership,Automatic,Premium,4 cyl,148600, 5 Seats,14990
Holden,2019,1st Ownership,Automatic,Unleaded,6 cyl,40898, 7 Seats,32990
Subaru,2008,1st Ownership,Manual,Unleaded,4 cyl,220235, 5 Seats,8995
Mazda,2014,1st Ownership,Automatic,Unleaded,4 cyl,151436, 5 Seats,12449
Mazda,2019,1st Ownership,Automatic,Diesel,-,131375,,28888
Holden,2009,1st Ownership,Automatic,Unleaded,4 cyl,53202, 5 Seats,9999
Toyota,2006,1st Ownership,-,Petrol,-,122533,,16990
Subaru,2017,1st Ownership,Automatic,Unleaded,4 cyl,73901, 5 Seats,28990
Toyota,2010,1st Ownership,Automatic,Unleaded,6 cyl,252569, 5 Seats,15900
Jeep,2013,1st Ownership,Automatic,Diesel,6 cyl,180000, 5 Seats,18888
Mercedes-Benz,2011,1st Ownership,Automatic,Diesel,4 cyl,196245, 5 Seats,12999
Honda,2018,1st Ownership,Automatic,Unleaded,4 cyl,73511, 5 Seats,35950
Mercedes-Benz,2010,1st Ownership,Automatic,Premium,4 cyl,209809, 5 Seats,11999
Mercedes-Benz,2019,1st Ownership,Automatic,Premium,4 cyl,53241, 5 Seats,45000
Honda,2017,1st Ownership,Automatic,Unleaded,4 cyl,89077, 5 Seats,27990
Mercedes-Benz,2013,1st Ownership,Automatic,Premium,4 cyl,123517, 5 Seats,14999
Subaru,2019,1st Ownership,Automatic,Unleaded,4 cyl,145821, 5 Seats,32990
Toyota,2013,1st Ownership,Automatic,Petrol,-,102000,,46990
Ford,2008,1st Ownership,Automatic,Unleaded,4 cyl,146862, 5 Seats,8990
Hyundai,2018,1st Ownership,Automatic,Unleaded,4 cyl,45512, 5 Seats,22990
Ford,2019,1st Ownership,Automatic,Unleaded,4 cyl,27951, 4 Seats,59990
Suzuki,2018,1st Ownership,Automatic,Unleaded,4 cyl,66964, 5 Seats,18990
Hyundai,2018,1st Ownership,Automatic,Unleaded,4 cyl,51966, 5 Seats,21990
Kia,2017,1st Ownership,Automatic,Unleaded,4 cyl,172450, 5 Seats,17995
MG,2023,1st Ownership,Automatic,Petrol,4 cyl,15, 5 Seats,24690
Hyundai,2017,1st Ownership,Automatic,Diesel,4 cyl,65737, 5 Seats,23990
Toyota,2019,1st Ownership,Automatic,Unleaded,4 cyl,41278, 5 Seats,24888
Toyota,2017,1st Ownership,Automatic,Petrol,-,155894,,34999
Mazda,2013,1st Ownership,Automatic,Unleaded,4 cyl,152373, 5 Seats,16990
Porsche,2017,1st Ownership,Automatic,Premium,6 cyl,63000, 5 Seats,81990
Mazda,2007,1st Ownership,Automatic,Unleaded,4 cyl,235600, 5 Seats,7995
Toyota,2017,1st Ownership,Automatic,Unleaded,4 cyl,35766, 8 Seats,36990
Holden,2017,1st Ownership,Automatic,Diesel,4 cyl,233069, 5 Seats,21990
Hyundai,2017,1st Ownership,Automatic,Unleaded,4 cyl,131897, 5 Seats,21888
Ford,2015,1st Ownership,Manual,Premium,4 cyl,102890, 5 Seats,29950
Audi,2016,1st Ownership,Automatic,Premium,4 cyl,105363, 5 Seats,24995
Hyundai,2018,1st Ownership,Automatic,Unleaded,4 cyl,88501, 5 Seats,26495
Kia,2014,1st Ownership,Automatic,Unleaded,4 cyl,119130, 5 Seats,14995
Volvo,2016,1st Ownership,Automatic,Diesel,-,164371,,33990
Land,2014,1st Ownership,Automatic,Diesel,6 cyl,113018, 5 Seats,71950
Ford,2016,1st Ownership,Automatic,Diesel,5 cyl,167746, 5 Seats,32999
BMW,2009,1st Ownership,Automatic,Diesel,6 cyl,297935, 5 Seats,8990
Subaru,2008,1st Ownership,Automatic,Unleaded,4 cyl,186419, 5 Seats,9999
Nissan,2016,1st Ownership,Automatic,Premium,6 cyl,130920, 7 Seats,24990
Mitsubishi,2009,1st Ownership,Automatic,Diesel,4 cyl,196264, 3 Seats,13999
Nissan,2021,1st Ownership,Automatic,Unleaded,4 cyl,30787, 5 Seats,38990
MG,2023,1st Ownership,Automatic,Petrol,3 cyl,15, 5 Seats,34990
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,63718, 5 Seats,24990
Mazda,2022,1st Ownership,Automatic,Unleaded,4 cyl,2524, 5 Seats,30000
Holden,2017,1st Ownership,Automatic,Petrol,-,165578,,28999
Mitsubishi,2016,1st Ownership,Automatic,Diesel,4 cyl,112908, 7 Seats,25990
MG,2022,1st Ownership,Automatic,Premium,4 cyl,15, 5 Seats,19490
Toyota,2012,1st Ownership,Automatic,Diesel,4 cyl,178792, 3 Seats,24900
Subaru,1999,1st Ownership,Manual,Premium,4 cyl,118778, 5 Seats,29888
Mazda,2000,1st Ownership,Manual,Unleaded,4 cyl,369953, 3 Seats,5990
Mitsubishi,2017,1st Ownership,Automatic,Petrol,-,122780,,32990
Suzuki,2016,1st Ownership,Automatic,Unleaded,4 cyl,97437, 5 Seats,14995
Volkswagen,2013,1st Ownership,Automatic,Premium,4 cyl,148000, 5 Seats,16999
Nissan,2017,1st Ownership,Automatic,Unleaded,4 cyl,33257, 5 Seats,28888
Mazda,2006,1st Ownership,Manual,Premium,4 cyl,180139, 5 Seats,15995
Mercedes-Benz,2017,1st Ownership,Automatic,Premium,6 cyl,66025, 5 Seats,59900
BMW,2011,1st Ownership,Automatic,Diesel,4 cyl,78907, 5 Seats,17999
Volkswagen,2015,1st Ownership,Automatic,Premium,4 cyl,94375, 5 Seats,14888
Renault,2017,1st Ownership,Automatic,Premium,4 cyl,152494, 5 Seats,22800
Toyota,2011,1st Ownership,Automatic,Unleaded,-,129301,,19350
Lexus,2018,1st Ownership,Automatic,Premium,6 cyl,75921, 5 Seats,46950
Suzuki,2016,1st Ownership,Automatic,Unleaded,4 cyl,31393, 4 Seats,27990
BMW,2022,1st Ownership,Automatic,Premium,4 cyl,5507, 5 Seats,69988
Hyundai,2018,1st Ownership,Automatic,Unleaded,4 cyl,94193, 5 Seats,23990
Audi,2010,1st Ownership,Automatic,Premium,4 cyl,207245, 5 Seats,14888
Subaru,2011,1st Ownership,Automatic,Petrol,-,85654,,14999
BMW,2022,1st Ownership,Automatic,Premium,8 cyl,8525, 5 Seats,219880
Toyota,2010,1st Ownership,Automatic,Unleaded,4 cyl,99026, 5 Seats,12999
Nissan,2016,1st Ownership,Automatic,Premium,6 cyl,127550, 7 Seats,21990
Ford,2016,1st Ownership,Manual,Unleaded,3 cyl,109800, 5 Seats,12999
Mercedes-Benz,2017,1st Ownership,Automatic,Diesel,-,80582,,29990
Toyota,2017,1st Ownership,Automatic,Diesel,-,91518,,41900
Subaru,2015,1st Ownership,Automatic,Premium,4 cyl,59081, 5 Seats,39888
Toyota,2009,1st Ownership,Automatic,Unleaded,6 cyl,149456, 7 Seats,19880
Nissan,2011,1st Ownership,Automatic,Unleaded,4 cyl,200774, 7 Seats,10950
Toyota,2010,1st Ownership,Automatic,Unleaded,-,110391,,17999
Kia,2018,1st Ownership,Automatic,Diesel,4 cyl,64378, 5 Seats,34990
Holden,2015,1st Ownership,Automatic,Unleaded,4 cyl,95071, 7 Seats,14990
Toyota,2008,1st Ownership,Automatic,Diesel,-,193304,,23900
Mercedes-Benz,2009,1st Ownership,Automatic,Premium,4 cyl,111873, 4 Seats,14990
Volkswagen,2016,1st Ownership,Automatic,Premium,4 cyl,55000, 5 Seats,32999
Ford,2012,1st Ownership,Automatic,Unleaded,6 cyl,171093, 5 Seats,16995
Renault,2011,1st Ownership,Automatic,Premium,4 cyl,40856, 5 Seats,14880
Suzuki,2010,1st Ownership,Automatic,Unleaded,4 cyl,135594, 5 Seats,10990
Lexus,2006,1st Ownership,Automatic,Unleaded,6 cyl,199571, 5 Seats,10990
Hyundai,2014,1st Ownership,Manual,Unleaded,4 cyl,200589, 5 Seats,9999
Mazda,2016,1st Ownership,Automatic,Unleaded,4 cyl,29220, 5 Seats,24705
Ford,2008,1st Ownership,Automatic,Unleaded,4 cyl,125699, 5 Seats,8990
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,23126, 5 Seats,34990
Ford,2009,1st Ownership,Automatic,Unleaded,-,162341,,15990
Toyota,2010,1st Ownership,Automatic,Unleaded,6 cyl,290000, 3 Seats,13990
Ford,2018,1st Ownership,Automatic,Premium,-,33304,,64705
Mazda,2012,1st Ownership,Automatic,Unleaded,4 cyl,202100, 5 Seats,14989
Holden,2008,1st Ownership,Automatic,Unleaded,4 cyl,104335, 5 Seats,7995
Nissan,1997,1st Ownership,Automatic,Petrol,6 cyl,145638,,22880
Mazda,2017,1st Ownership,Automatic,Diesel,5 cyl,185244, 5 Seats,23990
MG,2023,1st Ownership,Automatic,Petrol,4 cyl,15, 5 Seats,24690
Mercedes-Benz,2015,1st Ownership,Automatic,Premium,4 cyl,110250, 5 Seats,32800
Hyundai,2015,1st Ownership,Automatic,Unleaded,4 cyl,42153, 5 Seats,23888
Toyota,2018,1st Ownership,Automatic,Unleaded,4 cyl,75113, 5 Seats,38888
Hyundai,2018,1st Ownership,Automatic,Unleaded,4 cyl,82292, 5 Seats,23990
Honda,2018,1st Ownership,Automatic,Unleaded,4 cyl,51770, 5 Seats,33999
Volkswagen,2019,1st Ownership,Automatic,Premium,3 cyl,28550, 5 Seats,21888
Ford,2011,1st Ownership,Automatic,Diesel,-,241240,,15800
Honda,2017,1st Ownership,Automatic,Unleaded,4 cyl,94546, 5 Seats,28999
Toyota,2005,1st Ownership,Manual,Unleaded,4 cyl,303119, 5 Seats,9990
Mercedes-Benz,2019,1st Ownership,Automatic,Premium,6 cyl,112808, 5 Seats,61950
Toyota,2007,1st Ownership,Automatic,Unleaded,4 cyl,176886, 5 Seats,11990
Holden,2018,1st Ownership,Automatic,Diesel,4 cyl,183378, 7 Seats,16999
Mazda,2017,1st Ownership,Automatic,Unleaded,4 cyl,106946, 5 Seats,15778
MG,2022,1st Ownership,Automatic,Premium,4 cyl,1446, 5 Seats,22705
BMW,2017,1st Ownership,Automatic,Diesel,-,58128,,41880
Jeep,2008,1st Ownership,Automatic,Diesel,6 cyl,248751, 7 Seats,7995
Renault,2013,1st Ownership,Automatic,Premium,4 cyl,100970, 5 Seats,17990
Kia,2020,1st Ownership,Automatic,Unleaded,4 cyl,34806, 5 Seats,29900
Mercedes-Benz,1993,1st Ownership,Automatic,Unleaded,-,92811,,21990
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,57742, 5 Seats,27878
Hyundai,2017,1st Ownership,Automatic,Unleaded,4 cyl,123425, 5 Seats,19999
Nissan,2012,1st Ownership,Automatic,Unleaded,4 cyl,144683, 5 Seats,12990
Hyundai,2021,1st Ownership,Automatic,Diesel,4 cyl,54303, 7 Seats,40888
Mazda,2014,1st Ownership,Manual,Unleaded,4 cyl,143226, 5 Seats,12999
Mitsubishi,2017,1st Ownership,Automatic,Diesel,4 cyl,123952, 7 Seats,27996
Honda,2019,1st Ownership,Automatic,Unleaded,4 cyl,22189, 5 Seats,34990
Toyota,2003,1st Ownership,Automatic,Unleaded,-,127923,,21990
Holden,2015,1st Ownership,Automatic,Unleaded,4 cyl,118912, 7 Seats,13995
Kia,2018,1st Ownership,Automatic,Diesel,4 cyl,64720, 7 Seats,39990
Jeep,2015,1st Ownership,Automatic,Premium,6 cyl,98864, 5 Seats,25999
Toyota,2017,1st Ownership,Automatic,Unleaded,4 cyl,138450, 5 Seats,21995
Volvo,2012,1st Ownership,Manual,Premium,5 cyl,111965, 4 Seats,16888
Toyota,2019,1st Ownership,Automatic,Petrol,-,29733,,55990
Ford,2010,1st Ownership,Automatic,Unleaded,6 cyl,246148, 5 Seats,8995
Mazda,2022,1st Ownership,Automatic,Unleaded,4 cyl,2734, 5 Seats,41998
Volkswagen,2017,1st Ownership,Automatic,Diesel,4 cyl,47865, 7 Seats,49800
Holden,2018,1st Ownership,Automatic,Unleaded,6 cyl,147886, 7 Seats,31990
Land,2018,1st Ownership,Automatic,Premium,8 cyl,61635, 5 Seats,144888
Toyota,2021,1st Ownership,Automatic,Hybrid,4 cyl,46395, 5 Seats,30888
Toyota,2022,1st Ownership,Automatic,Hybrid,4 cyl,9803, 5 Seats,39999
MG,2023,1st Ownership,Automatic,Petrol,4 cyl,15, 5 Seats,29690
Ford,2012,1st Ownership,Automatic,Unleaded,-,227034,,7999
Mazda,2017,1st Ownership,Automatic,Unleaded,4 cyl,109787, 5 Seats,31990
Ford,2018,1st Ownership,Automatic,Diesel,4 cyl,53362, 4 Seats,33950
Kia,2019,1st Ownership,Automatic,Unleaded,4 cyl,57418, 5 Seats,24995
Mercedes-Benz,2011,1st Ownership,Automatic,Unleaded,-,130151,,25950
Hyundai,2017,1st Ownership,Automatic,Unleaded,4 cyl,33836, 5 Seats,25995
Renault,2018,1st Ownership,Manual,Petrol,4 cyl,39067, 5 Seats,38990
Hyundai,2015,1st Ownership,Automatic,Unleaded,4 cyl,66242, 5 Seats,25999
Nissan,2019,1st Ownership,Automatic,Diesel,4 cyl,49181, 5 Seats,44987
Jeep,2015,1st Ownership,Automatic,Premium,6 cyl,52378, 5 Seats,37800
Audi,2013,1st Ownership,Automatic,Premium,8 cyl,39200, 2 Seats,172300
Nissan,2013,1st Ownership,Automatic,Unleaded,4 cyl,119924, 5 Seats,15999
Nissan,2001,1st Ownership,Manual,Diesel,4 cyl,309774, 7 Seats,16950
Audi,2016,1st Ownership,Automatic,Premium,4 cyl,109666, 5 Seats,22990
Nissan,2010,1st Ownership,Automatic,Unleaded,-,207194,,10990
Hyundai,2019,1st Ownership,Automatic,Diesel,4 cyl,83438, 7 Seats,43990
Suzuki,2018,1st Ownership,Automatic,Unleaded,4 cyl,95573, 5 Seats,16887
Toyota,2009,1st Ownership,Automatic,Unleaded,-,77547,,18000
Mazda,2018,1st Ownership,Automatic,Unleaded,4 cyl,53343, 5 Seats,24990
Mitsubishi,2016,1st Ownership,Automatic,Unleaded,4 cyl,265211, 5 Seats,8990
Volkswagen,2019,1st Ownership,Automatic,Premium,4 cyl,22132, 5 Seats,43880
Toyota,2021,1st Ownership,Manual,Premium,3 cyl,13515, 4 Seats,52999
MG,2023,1st Ownership,Automatic,Petrol,4 cyl,15, 5 Seats,29690
Volkswagen,2018,1st Ownership,Automatic,Premium,4 cyl,101393, 5 Seats,24315
Renault,2018,1st Ownership,Automatic,Premium,4 cyl,104575, 5 Seats,28990
Subaru,2017,1st Ownership,Automatic,Unleaded,4 cyl,45318, 5 Seats,31990
Isuzu,2017,1st Ownership,Manual,Diesel,4 cyl,6532, 5 Seats,35888
LDV,2021,1st Ownership,Automatic,Diesel,4 cyl,38308, 2 Seats,29800
Nissan,2011,1st Ownership,Manual,Unleaded,4 cyl,184256, 5 Seats,8995
Toyota,2009,1st Ownership,Automatic,Petrol,-,24170,,17995
Kia,2015,1st Ownership,Automatic,Unleaded,4 cyl,88693, 5 Seats,16990
Volkswagen,2019,1st Ownership,Automatic,Premium,4 cyl,97327, 2 Seats,32888
Toyota,2019,1st Ownership,Automatic,Petrol,-,32326,,77990
Hyundai,2014,1st Ownership,Manual,Unleaded,4 cyl,149912, 5 Seats,13999
Ford,2018,1st Ownership,Automatic,Premium,8 cyl,26634, 4 Seats,62990
Volkswagen,2011,1st Ownership,Automatic,Premium,6 cyl,78369, 5 Seats,25990
Toyota,2010,1st Ownership,Automatic,Unleaded,4 cyl,203585, 8 Seats,14950
Toyota,2010,1st Ownership,Automatic,Unleaded,4 cyl,269626, 8 Seats,12990
Ford,2019,1st Ownership,Automatic,Premium,4 cyl,30553, 5 Seats,33705
Toyota,2017,1st Ownership,Automatic,Diesel,4 cyl,111382, 5 Seats,41950
Audi,2011,1st Ownership,Automatic,Diesel,4 cyl,148512, 5 Seats,16999
Hyundai,2016,1st Ownership,Automatic,Unleaded,4 cyl,53520, 5 Seats,25990
Kia,2015,1st Ownership,Automatic,Diesel,4 cyl,100966, 8 Seats,33990
Ford,2015,1st Ownership,Manual,Unleaded,8 cyl,57096, 5 Seats,49980
Mitsubishi,2017,1st Ownership,Automatic,Unleaded,4 cyl,131757, 5 Seats,16444
Hyundai,2018,1st Ownership,Automatic,Unleaded,4 cyl,138172, 5 Seats,28990
Toyota,2014,1st Ownership,Automatic,Unleaded,4 cyl,140082, 3 Seats,25995
Audi,2013,1st Ownership,Automatic,Diesel,6 cyl,124470, 5 Seats,21984
LDV,2021,1st Ownership,Automatic,Diesel,4 cyl,36516, 2 Seats,29990
Toyota,2017,1st Ownership,-,Petrol,-,91667,,22990
Lexus,2009,1st Ownership,Automatic,Premium,6 cyl,100500, 4 Seats,22999
Hyundai,2019,1st Ownership,Automatic,Electric,0 L,41067, 5 Seats,39990
BMW,2015,1st Ownership,Automatic,Premium,-,92513,,32900
Kia,2018,1st Ownership,Automatic,Unleaded,3 cyl,90724, 5 Seats,19999
Mazda,2009,1st Ownership,Automatic,Unleaded,4 cyl,139289, 5 Seats,11390
Mercedes-Benz,2010,1st Ownership,Automatic,Premium,4 cyl,104900, 5 Seats,15995
Mitsubishi,2014,1st Ownership,Automatic,Diesel,4 cyl,253555, 5 Seats,18990
Toyota,2010,1st Ownership,Automatic,Unleaded,-,120762,,17990
Subaru,2012,1st Ownership,Manual,Premium,4 cyl,138199, 5 Seats,23995
